name,location,latitude,longitude
Momo Land,dhumbarahi,27.7323294,85.3449515
Momo Mazza,thamel,27.7092753,85.3098058
Momo Wala,new baneswor,27.6992328,85.3251726
Momomia Darjeeling Restaurant,bhanimandal| nakku dobato,27.6689856,85.3080615
Momotarou Restaurant,thamel,27.7160759,85.3117028
Momoyo,basantapur,27.7081347,85.308879
Momoyo,pulchowk,27.69326,85.3130699
Mom'S Kitchen Restaurant,pulchowk,27.6762126,85.3159387
Monster Meal,boudha| town planning,27.7232328,85.3617934
Monster Meal,new road,27.7031497,85.3089634
Monster Meal,thamel,27.7154032,85.309151
Mother'S Kitchen,sifal,27.7120695,85.3412314
Moti Mahal,durbarmarg| kathmandu,27.7119078,85.3174512
Movenpick,central plaza| naxal| ⁠narayanchaur,,
Movenpick,the baha| sanepa,,
Movenpick,⁠the corner| thamel| kathmandu,27.7149347,85.3103801
Mr Rice,samakhusi,27.7363832,85.3191367
M'S Cafe,basundhara,27.7421907,85.3313531
Mtr 1924 Kathmandu,kamaladi,27.7101875,85.3223125
Mughal Empire Multi Cuisine Restaurant,thamel,27.7172213,85.3148858
Mughal Empire Multi Cuisine Restaurant,jhamsikhel,27.6763918,85.3085773
Mughal Empire Multi Cuisine Restaurant,lazimpat| kathmandu,27.7198858,85.3186117
Mughlai Dhawa,baluwatar,27.7149657,85.3148858
Mughlai Dhaba,ganesh temple| dhobighat| lalitpur,27.6946265,85.3155783
Mumbai Street Food,basantapur,27.7028955,85.3077051
Musicology,bhakhundole lalitpur,27.683686,85.312488
Mustang Thakali By State Three,lazimpat chowk,27.7181952,85.3175596
Mv Burger Shop,dhumbarahi,27.7338504,85.3301647
Mv Burger Shop,gongabu,27.7338941,85.3146081
My Thai (Eat Thai Restaurant),pani pokhari| lazimpat,27.7266378,85.3239952
Naan And Biryani House By Bhojan Unlimited,baluwatar,27.7037315,85.334191
Narayan Dai Ko Famous Masangalli Momo,airport,27.7005163,85.3543057
Narayan Dai Ko Famous Masangalli Momo Jhocheen,jhochhen,27.6871769,85.3235284
Narayan Dai Ko Masangalli Ko Famous Momo,mangalbazar,27.6865638,85.3235284
Narayan Dai Ko Masangalli Ko Famous Momo,new baneshwor,27.7061583,85.3301048
Narayan Dai Ko Masangalli Ko Famous Momo,putalisadak,27.7052804,85.322899
Naturalaya Cafe And Restro,kupondole,27.6858643,85.3126382
Nature Club,grande road| kathmandu,27.7297687,85.3335346
Naulo Bubble Tea,jawalakhel,27.6750425,85.3146546
Naulo Indian,old baneswor,27.7118163,85.3174215
Naulo Japanese,jawalakhel,27.6750251,85.3146726
Naulo Pizzeria,jawalakhel,27.6774404,85.3122311
Nepal Dairy :: Nd'S,mahabaudha,27.6839173,85.3436863
Nepal House,baluwatar,27.7173995,85.3263822
Nepal House,hattisar,27.7113854,85.3220322
New Pewa Corndog And Bubble Tea,new baneshwor,27.6879081,85.3359621
New Sip N Skip Lounge And Bar,putalisadak,27.7048844,85.3233657
Newa Lahana,kamaladi,27.7086142,85.3180935
Newari Kitchen,thapathali,27.691652,85.3173285
Nimto Cafe & Restaurant,chabahil plaza,27.717002,85.3470485
Nizam'S House,bhagawati marg | naxal,27.7125679,85.3308625
Nom Nom Katti Roll,mangalbazar,27.6934581,84.8909587
Noodle Shop,sanepa,27.6844672,85.3071303
Nourish By Avata Wellness,gairidhara,27.7233999,85.3288542
Npp Food Service,jhamsikhel,27.675834,85.3141902
Npp Food Services,maharajgunj,27.7406429,85.3373931
Numa'S Cafe,sanepa,27.685495,85.3071639
Nyc Burger & Biryani House,maharajgunj,27.7416562,85.3387847
Nyc Burger & Fried Chicken,samakhusi,27.7198085,85.3190275
Nyc Burger And Grill House,dhumbarahi,27.7322871,85.3444547
Octave Lounge & Bar,durbarmarg| kathmandu,27.7099425,85.3168885
Oho Cake,new baneshwor,27.6941868,85.336935
Olla Porky'S Station,jhamsikhel,27.7243484,85.331169
Om Tandoori Hotel And Restaurant,kalopul,27.712011,85.3370128
Omkara Veg Restaurant And Bar,naxal,27.7184269,85.3334834
Online Mari Pasa Home Based Kitchen,hattiban - mero city apartment,27.6486029,85.3338171
Or2K,thamel| kathmandu,27.7147897,85.3109884
Oregano Restaurant And Bar,anamnagar,27.6947977,85.3277029
Orient Cafe,durbar marg,27.7120991,85.318055
Oriental Kitchen,baluwatar| kathmandu,27.726553,85.3301736
Otafuku Okonomiyaki,kupondole height| lalitpur,27.6861725,85.3133071
Paalcha Newari Kitchen,uttar bagaicha| jawalakhel| lalitpur,27.6719702,85.3150563
Palazzo Plates Restaurant,kalanki,27.6951011,85.2795645
Palu Restaurant,lazimpat,27.7184487,85.3176202
Pan Asian Affair Restro & Bar,kamaladi,27.7098791,85.3189535
Paragon Restaurant,sukedhara,27.7288767,85.3468292
Parautha Galli,kamaladi,27.7078807,85.3199893
Pawan Sweets,battisputali,27.7033313,85.3413873
Pawan Sweets Durbarmarg,teendhara marga,27.7101721,85.3183641
Pemaz Bakery,boudha| nautale,27.7152494,85.3612658
Pen & Rij,machha pokhari,27.7382707,85.307724
Pepe Pizza,anamnagar,27.6928338,85.3284754
Pepe Pizza,balaju,27.726334,85.3021823
Pepe Pizza,boudha,27.7191557,85.3529441
Pepe Pizza,kalanki,27.6900602,85.2846678
Pepe Pizza,maharajgunj,27.7396988,85.3394707
Pepe Pizza,satdobato,27.6570774,85.3224836
Pepe Pizza,tokha,27.7494303,85.3250179
Pepe Pizza,tripureshwor,27.6941452,85.3136897
Peros Pizza By Trisara,thamel,27.7173677,85.3145998
Persia'S Biryani,jorpati| attarkhel| gokarneshwor,27.7330608,85.3808889
Pewa Corn Dog And Bubble Tea,new baneshwor,,
Pewa Laphing And Keema Noodles,mid baneshwor,27.6904664,85.3403085
Pewa Laphing And Keema Noodles,new baneshwor,27.6904664,85.3403085
Pewa Laphing And Keema Noodles,sinamangal,27.6909152,85.3421611
Pewa Laphing And Keema Noodles,tinkune,27.6918875,85.3403085
Pho Viet Restaurant,thamel,27.7016103,85.3344723
Pho99,thadhodhunga| jhamsikhel| lalitpur,27.6779163,85.3073426
Pho99,lazimpat,27.7253044,85.3228559
Piano Piano,lazimpat,27.7201877,85.3205714
Piano Piano South,bakhundole,27.6832903,85.3106628
Pink Putali,new baneshwor,27.6890639,85.3342954
Pizza Connection :,jawalakhel,27.670278,85.3115674
Pizza Express,pepsicola manohara,27.7001797,85.3460357
Pizza Fire,maitidevi,27.7042667,85.332727
Pizza Galaxy,new baneshowr,27.690965,85.3363769
Pizza Hut,bouddha,27.7203935,85.3618117
Pizza Hut,durbar marg,27.7106227,85.3171886
Pizza Hut,eyeplex mall,27.6923037,85.3363681
Pizza Hut Labim Mall,pulchowk,27.6771942,85.3170823
Pizza Hut,city square mall| samakhusi,27.7138765,85.3267783
Pizza Inn,lazimpat,27.7192048,85.3179734
Pizza Planet,mid baneshwor,27.6967361,85.3377536
Pizza Planet,kumaripati,27.6707023,85.3198451
Pizza Planet,boudha| thushal,27.7200436,85.3584256
Pizza Rizz,basantapur,27.7028243,85.3077287
Pizza Shop,gwarko| imadol,27.6691388,85.3321643
Pizza World,baluwatar,27.7311484,85.3296496
Pizza World,boudha| pipalbot,27.7207531,85.3652331
Pizza World,kumaripati,27.6712421,85.3178873
Pizza World Mid Baneshwor,mid-baneshwor,27.6962594,85.3367828
Pizzeria Milano,kumaripati,27.7195199,85.3352761
Pj Pizza,paknajol| thamel,27.714839,85.3085858
Pokhara Pizza House,dhumbarahi,27.7308891,85.3452754
Pokhara Pizza House,kupondole,27.6855288,85.3134077
Pop In Pizza,baluwatar,27.7241418,85.3192633
Pop In Pizza,battisputali,27.7069356,85.324929
Pop In Pizza,jhamsikhel,27.6819339,85.3107973
Porky'S Affairs,tinkune,27.6931398,85.3032801
Potluk House Of Foods,tangal,27.7177811,85.3313157
President Sekuwa,chakrapath,27.7154373,85.3140008
President Sekuwa,kalanki,27.6948525,85.2869172
President Sekuwa,sundhara,27.6994188,85.3120599
Queens,sanepa,27.6829991,85.3066324
Queen'S Spice Lounge,durbar marg,27.712526,85.3175744
Quickbite Korean And More,mangalbazar| lalitpur,27.6737768,85.3241637
Radisson Hotel,lazimpat,27.7199291,85.3212645
Radisson Hotel & Residences Kathmandu,lazimpat,27.7199291,85.3212645
Ram Bhandar,thapathali,27.691613,85.318087
Regal Flavors Restro & Bar,durbarmarg,27.7106341,85.3172851
Revive Leisure Park,mahalaxmisthan,27.6635567,85.31984
Ridi Lounge,jawalakhel,27.6746875,85.3144375
Rihanna Cafe,maharajgunj,27.7384801,85.3403847
Roadhouse Cafe,battisputali,27.7032714,85.3409809
Roadhouse Cafe Bhaisepati,bhaisepati inside awash,27.6544623,85.3046919
Roadhouse Cafe,bhatbhateni| kathmandu,27.7201312,85.331487
Roadhouse Cafe,boudha| kathmandu,27.720891,85.3620276
Roadhouse Cafe Jhamsikhel,jhamshikhel| lalitpur,27.6760492,85.3130018
Roadhouse Cafe,thamel| kathmandu,27.7143996,85.3103329
Roadhouse Pizza,maharajgunj,27.7383845,85.3353097
Roadhouse Pizzeria,labim mall| pulchowk| lalitpur,27.6771855,85.3169181
Rodeo'S Cafe & Bar,kaladhara| thamel,27.7176094,85.3060531
Royal Alina'S Cafe,new baneshwor| kathmandu,27.6885102,85.333214
Royal Tandoori Fast Food,boudha,27.7189782,85.3355079
Rumi'S Bistro,mandikatar,27.7392794,85.3488855
Saanvi Hotel & Restaurant,boudha,27.7183755,85.3673794
Sabarat Agro Farm,chapali| budhanilkantha,27.7545924,85.3627881
Sahara Restaurant And Bar,putalisadak,27.7067752,85.3226487
Sajan Goth,kumaripati,27.7096453,85.3215019
Sajan Goth,tripureshwor| kathmandu,,
Sajan Goth ::,kamaladi| kathmandu,,
Sajan Goth ::,tahachal,27.7012677,85.2984341
Sake And Feng,lazimpat,27.7230201,85.3207819
Sakura Japanese Restaurant,boudha,27.7213628,85.3626038
Salt Restaurant,ekantakuna,27.6700014,85.3090647
Sam'S Cafe,ekantakuna| lalitpur,27.6697713,85.3095854
Sam'S One Tree Cafe,durbarmarg,27.7102986,85.3170511
Sam'S One Tree Cafe,sanepa,27.6967072,85.3118647
Sanchyan Ramen,durbarmarg,27.7122165,85.3175127
Sandwich Hub,jhamsikhel,27.676391,85.311762
Sandwich Point & The Soda Bar,thamel,27.7119398,85.3161081
Sangam Sweets,kamalpokhari| kathmandu,27.7309726,85.3394306
Sansho By Naulo,jawalakhel,27.6750376,85.3146882
Sathi Bhai Biryani,boudha,27.7037092,85.3365674
Sauni'Z Momo,baniyatar,27.745599,85.3168618
See You Chicken Hub,nakhu,27.6634893,85.3066117
Sekuwa By Kilo,jhamsikhel,27.676114,85.3131465
Sekuwa By Kilo,lazimpat,27.7268543,85.3237299
Sekuwa By Kilo,durbarmarg,27.7104711,85.3184858
Sekuwa By Kilo,kalanki,27.6958425,85.2818743
Sekuwa By Kilo,samakhusi,27.7352564,85.3186364
Sekuwa Mandi,manohara riverside,27.685919,85.3327029
Sesame Bakery,bakhundole heights,27.6848372,85.3125354
Shahi Biryani,kapan,27.7361967,85.3549135
Shahi Biryani,pepsicola,27.7027819,85.3375546
Shandar Momo :,durbarmarg,27.7106826,85.3181803
Shawaya Grills By Mughal Empire,lazimpat,27.705251,85.3195274
Shawaya Grills By Mughal Empire,thamel,27.7198858,85.3186117
Shiva Tirupati,kamaladi,27.7070973,85.322432
Shree Nanda Mithai Bhandar,mangalbazar,28.397455,84.1301506
Shristi Newari Kitchen,kupondole,27.6862097,85.3132801
Sicily By T'S,thamel,27.7136021,85.3101836
Simple City Restaurant,kapan| milanchowk,27.7297625,85.3553357
Sinka :,koteshwor,27.7105633,85.3183874
Sizzling By Doko,jhamsikhel,27.6771502,85.31167
Sloppy Chicken,jhamsikhel,27.6785478,85.3053193
Sloppy Chicken,basantapur,27.6904877,85.3200296
Smile Burger Express,pulchowk| lalitpur,27.6811049,85.3148906
Smoking Yak Kathmandu,jp road| chaksibari thamel,27.7138971,85.3103778
Soul Cafe,lazimpat,27.7259142,85.3224185
Soul Cafe,shantinagar| new baneshwor,27.6917364,85.3447883
Spices Pnc,ekantakuna,27.6677778,85.309332
Spicy Dips,durbarmarg,27.710382,85.3184399
Spicy Dips,pulchowk,27.6796826,85.3189685
Sron Restaurant,soyambhu manmohan hospital gate thado varyang,27.7134191,85.289901
Street Bites,anamnagar,27.6926231,85.3282799
Sub Everyday,sher bhawan| thamel,27.7022543,85.3029641
Sub Express,bakhundol,27.6831979,85.3111614
Suma Nepali Kitchen,blue bird complex,27.6914068,85.3167108
Sundown Ktm By Karma,tripureshwor,27.6939567,85.313799
Sunfeast Dark Fantasy,anamnagar,27.7107222,85.3151703
Sunrise Food,kalanki| kathmandu,27.694031,85.2801979
Sunshine Vibes Cafe & Bar,sitapaila,27.7180635,85.2680565
Sushi Timebaneshwor,old baneshwor,27.7010415,85.3415977
Swad Griha,boudha,27.7133662,85.3260352
Swapna Palace,boudha,27.719618,85.3560024
Swastik Sweets And Snacks,new road,27.7053019,85.309259
Syanko Katti Rolls,anamnagar,27.7095804,85.3328842
Syanko Katti Rolls,durbarmarg,27.7108234,85.3183857
Syanko Katti Rolls,kirtipur,27.690197,85.3079879
Syanko Katti Rolls,kuleshwor,27.693135,85.2904297
Syanko Katti Rolls,kumaripati,27.675244,85.3185883
Syanko Katti Rolls,new baneshwor,27.6917122,85.3364409
Syanko Katti Rolls Sankhamul,shankhamul,27.6854962,85.3349733
Syanko Katti Rolls,tinkune,27.6858602,85.3455201
Szechuan Cuisine,jhamsikhel| lamochaur,27.7004637,85.3335507
T3 Thakali,airport,27.7011289,85.3529193
Taas & Sekuwa Mahal,teku| kathmandu,27.6962464,85.3075404
Tahina Terrace,naxal| kathmandu,27.7126824,85.3244698
Tamarind,jhamsikhel| lalitpur,27.6765903,85.3114142
Tandoori Adda,sankhamul| dovanpul,27.6787108,85.3356143
Tandoori Express And Pizza Hub By Rosewood Lounge,samakhusi| rom marg,27.7280567,85.3163818
Tapas Restaurant & Bar,battisputali,27.7091399,85.3290868
Tasneem'S Kings Kitchen,damkal chowk| lalitpur,27.6811875,85.3171875
Taza Restaurant,bakhundol| lalitpur,27.6834048,85.3119382
Taza Treats,lazimpat,27.727689,85.3238926
Terry'S Pub And Bistro,bakhundol,27.6830537,85.3114101
Tha Chhen Restaurant,mid-baneshwor,27.6940265,85.3390523
Thai Ghar,jhamshikhel| lalitpur,27.6767635,85.3117214
Thakali On Wheels,jhamsikhel,27.6840353,85.3089752
Thancos Natural Ice Cream,jawalakhel,27.6765649,85.3110304
Thasang Ghar,jawalakhel,27.6720818,85.3168147
The Address Lounge,kalikasthan,27.7015627,85.3117684
The American Pie Pizzeria,nagpokhari|kathmandu,27.7130109,85.3252194
The Bakery Cafe Baneshwor,new baneshwor,27.6887822,85.3344697
The Bakery Cafe,durbar marg,27.7098379,85.3185783
The Bakery Cafe Jawalakhel,jawalakhel chowk,27.6727286,85.3139008
The Bakery Cafe,pulchowk,27.6763505,85.3148187
The Bar Room,thamel,27.7168611,85.3096111
The Bell Bar & Bistro,jhamsikhel,27.6763433,85.3112932
The Black Gold Halal Restaurant,durbarmarg,27.7122434,85.3180016
The Black Gold,sanepa,27.6828993,85.3071977
The Brooklyn Creamery Nepal,labim mall,27.6773353,85.3168002
The Burger House & Crunchy Fried Chicken,hattiban,27.6467569,85.336962
The Burger House & Crunchy Fried Chicken Jorpati,boudha,27.7215782,85.3694112
The Burger House & Crunchy Fried Chicken Kamalpokhari,kamal pokhari,27.7092915,85.3282614
The Burger House & Crunchy Fried Chicken,lazimpat,27.7237596,85.3216736
The Burger House & Crunchy Fried Chicken,maharajgunj,27.716252,85.3258919
The Burger House & Crunchy Fried Chicken Makalu,kalanki,27.6935815,85.2834427
The Burger House & Crunchy Fried Chicken,maitidevi,27.7064686,85.3258919
The Burger House And Crunchy Fried Chicken Dhapasi,dhapashi height,27.7467664,85.3304763
The Chocolate Garden,rato pul,27.6921101,85.3250617
The Chocolate House,jhamsikhel,27.6759452,85.3136316
The Chubby Buns,labim mall| pulchowk| ground floor,27.6816841,85.3110231
The Chubby Chickenz,kupondole,27.6862515,85.3157111
The Delicious Pizza House Nepal,paknajol| thamel,27.7149737,85.3085845
The Den Restro,lazimpat,27.72058,85.3195848
The Diner,bhaisepati,27.6542865,85.3044209
The Everest Hotel,new baneshwor,27.6890941,85.3338357
The Exotica Restaurant And Lounge,chabahil,27.7142308,85.3519557
The Grill Father,mid baneshwor,27.6994708,85.3380661
The Grill Nation,battispputali,27.7038207,85.3413271
The Hungry Owl,hattisar,27.7102757,85.3211197
The Lucky'S Pizza Village,manbhawan| lalitpur,27.6679657,85.3164111
The Lunch Box,kupondole| lalitpur,27.6845402,85.3173947
The Mantra By Basera Boutique Hotel,babarmahal,27.6936114,85.3262899
The Ministry Bar And Cafe,gairidhara,27.7190317,85.3286053
The Pizza Cutter,naxal,27.7150757,85.3244054
The Red Panda Cafe,tokha,27.5933283,85.1945902
The Rooftop Oasis Restaurant,boudha,27.7188194,85.3608022
The Society Fine Dining,chandol,27.7332611,85.3409474
The Sushi Bar Multifusion Cuisine,chhaya complex thamel,27.7154484,85.3131997
The Trails Cafe,boudha stupa,27.7215156,85.3624419
The Urvins Garden,naxal bhatbhateni,27.7195427,85.3316893
The Village Cafe,jhamsikhel| lalitpur,27.6777661,85.3093847
The Warehouse,pulchowk,27.686239,85.3180443
The Wings Factory,mid baneswor,27.6996574,85.3384498
The Workshop Eatery,bakhundole| lalitpur,27.6831846,85.3114245
The Workshop Eatery,boudha,27.7198241,85.3568608
The Yellow House,sanepa,27.6823689,85.3058992
Third Eye Bakery,tahachal| kathmandu,27.7019031,85.3002981
Third Eye Pizzeria,tahachal,27.702086,85.3003461
Third Eye Restaurant,thamel| kathmandu,27.7144515,85.31008
Three Brothers Fast Food & Restaurant,maharajgunj,27.7201769,85.3309661
Thulo Thakali,thamel,27.7165347,85.3099797
Burger House & Crunchy Fried Chicken,thulobharyang,27.7211935,85.3083738
Tiamo Pizza,pulchowk,27.6771042,85.318933
Tidbits Burgers And Fried Chicken,bakhundole,27.6830654,85.3135586
Tidbits,mandikatar,27.7123051,85.3308769
Timure Momo,maitidevi,27.7031779,85.3322341
Tingba Cloud Kitchen,sukedhara,27.7152954,85.3287425
Tip Top Sweets,kamal pokhari| beside city center,27.7099047,85.3266967
Tip Top Sweets,kuleshwor,27.690948,85.2989643
Tip Top Sweets,lagankhel,27.6691108,85.3223647
Tip Top Sweets,maharajgunj,27.7396609,85.3381521
Tip Top Sweets,new road,27.7247828,85.3242868
Tip Top Sweets,sitapaila,27.7085262,85.2816757
Tnt Cafe And Kitchen,basundhara| side of om complex,27.7199771,85.3163787
Tobeen,jorpati,27.7215571,85.3706812
Pizzeria,tokha,27.7390407,85.3361778
Tokyo Ramen House,jhamsikhel,27.6773426,85.3089724
Top In Town Paan Stall,kamalpokhari,27.709573,85.328116
Traditional Comfort,kamalpokhari,27.7107073,85.3232897
Trattoria Maya Cucina Italiana,thamel,27.7404397,85.3348024
Trisara,durbarmarg,27.7120256,85.3174895
Trisara The Baking Factory Bhaisepati,bhaisipati,27.6544912,85.305899
Trisara The Baking Factory,golfutar,27.7514639,85.3459063
Trisara The Baking Factory,kumaripati,27.6715595,85.3187571
Trisara The Baking Factory,lazimpat,27.7149156,85.3102438
Trisara The Baking Factory,pulchowk,27.6756801,85.3189294
Trisara The Baking Factory,thamel,,
Trisara,lazimpat| kathmandu,27.7197113,85.3191604
Triveni Tandoori Foodland,boudha| thushal,27.7199724,85.3584177
T'S Your Palate,thamel,27.7168131,85.3097368
Tulsi Veg Restro,thamel,27.7150743,85.3125784
Turkish Kebab & Pizza Hub,bhanimandal,27.6814658,85.3230853
Twenty Forty,old baneshwor,27.7013348,85.3398996
Ug Cakes,mid baneswor,27.6943363,85.3407769
Union House,gaushala,27.7015426,85.3361688
Uptown Restaurant,jhamsikhel,27.6756843,85.3130261
Us Pizza,kalimati,27.6986205,85.3187491
Utpala Cafe,boudha,27.7247912,85.3621381
Valley Xpress,balaju,27.7247562,85.3049175
Valley Xpress,chabahil| chabahil| kl tower,27.7184173,85.3498293
Valley Xpress Khadaghari (Pepsicola),kadaghari / near by sun-city apartment| opposite of nabil bank,27.701659,85.3377777
Valley Xpress,pulchowk,27.6785618,85.3145275
Vera Pizza,boudha,27.7242309,85.3622293
Vera Pizza Thamel,mandala street,27.7148651,85.3108583
Vesper Fine Wines,jhamsikhel,27.6761232,85.3134764
Vienna Bakery,jhamsikhel,27.6769263,85.3116645
Villa Everest Korean Restaurant,thamel| kathmandu| kathmandu,27.716838,85.312925
Vino Bistro,lazimpat| kathmandu,27.720369,85.3195499
Vinoliva Restaurant & Bar,lazimpat,27.7179539,85.3211928
Vivanta Kathmandu,jhamsikhel,27.6768913,85.3110428
Vootoo,bhagwanbahal| thamel,27.7391537,85.338972
Votu Coffee Roasters,sankhamul,27.6591984,85.3477644
Walnut Bistro,pani pokhari,27.7306402,85.3272636
Wasabi Sushi,buddhanagar| new baneshwor,27.7010635,85.3318808
Wellness Organic Club,uttardhoka| lazimpat,27.7181013,85.3188711
Western Tandoori & Naan House,thamel,27.7150474,85.312725
Wimpy Restaurant,durbarmarg,27.7114696,85.3173442
Wisdom Foods,naxal,27.7119155,85.3291586
Wishkeys Cellar,lazimpat,27.7180614,85.3191824
Wo Chhen Authentic Newari Kitchen (Bara Ghar),tankeshwor chowk,27.7011368,85.3019084
Wok N Roll,kumaripati,27.6710389,85.317651
Wood Fire House Pizzeria,nepaltar| machha pokhari,27.741778,85.3027085
World Of Burger,kupondole,27.6928518,85.3268797
World Of Burger,chandol,27.6968289,85.3409412
World Of Burgersmid Baneswor,maitri tole| mid baneshwor,27.7127957,85.3396853
World Of Wings,lazimpat,27.7213458,85.3231726
Xi Thang Chinese Cuisine,sanepa,27.6818076,85.3102175
Yakitori Hokkaido,le sherpa| maharajganj,27.7314938,85.327735
Yasumi Japanese Restaurant,durbar marg,27.7121854,85.3175564
Yin Yang Restaurant,thamel| kathmandu,27.7145392,85.310165
Yomari Corner,lazimpat,27.7230473,85.3211299
Yum Cha Signature,dhumbarahi,27.7126557,85.3300108
Yum Cha Sip & Bite Kapan,akasedhara kapan,27.734454,85.3541438
Yum Cha Sip & Bite,sundarbasti,27.7419712,85.3541795
Yum Yum Pizza,new baneswor,27.6928033,85.3365005
Zen Bistro & Cafe,basbari| kathmandu,27.7439093,85.3404724
Zhong Hua,thamel,27.7160229,85.310318
1905 Suites & Restaurant,nagpokhari marga| naxal,27.7145243,85.324938
2020 Multicuisine Restro| Tandoori & Pizza Hub,rom marg| samakhusi,27.7237912,85.3154653
24 Hours Chinese & Japanese Cuisine,thamel,27.7135646,85.3105686
7 Ounces,krishna galli| patan,27.6795891,85.3192432
Aama'S Kitchen,bakhundole,27.7111215,85.3005601
Ambience Lounge & Restro,satdobato| salesberry buliding,27.6578384,85.3257522
Angan Battisputali,battispputali,27.7041056,85.3422042
Annakoot Vegvegan Restaurant,thamel,27.7170998,85.3089306
Ass Burger House And Stick Food Station,new baneshowr,27.6905911,85.3357921
Baan Thai,jawalakhel| lalitpur,27.6699363,85.309079
Baardali Cafe,thamel,27.7148905,85.3100068
Burger Station & Sekuwa Corner,balkumari,27.6719761,85.3406947
Cabana Restaurant & Bar,lazimpat,27.7205487,85.3195558
Cafe Aalaya,subidanagar| tinkune,27.7049259,85.3353581
Cafe Nepali Accent,radha bhawan| tripureshwor,27.693352,85.3122485
Camida Restro & Bar,boudha,27.7193158,85.3610702
Chengfu Hotel And Restaurant,thamel,27.712341,85.3109393
Chinese Food Hub Chinese Kitchen,naxal,27.7054919,85.3465875
Crunchy Bites,kalanki,27.6885066,85.2845334
Davi'S Restaurant,kausaltar,27.6744597,85.3614334
Dragon Chinese Take Out,marcopolo business hotel| kamalpokhari,27.7212522,85.3197483
Elixir Cafe,nayabazar,27.722611,85.3074911
Fire And Ice Pizzeria,thamel| kathmandu,27.7137798,85.3135074
First Potala Restaurant,lazimpat,27.7226152,85.3626232
Flavour Nest,bakhundol| lalitpur,27.6876124,85.3099331
Funky Buns,kupondole,27.6794898,85.3030777
Gimbap Go,thamel,27.7149563,85.3103775
Greasy Grill Restaurant,sifal,27.6843069,85.3058081
H2O Cafe & Pub,thamel,27.7160582,85.3099885
Himalayan Cafe & Restaurant,jamal| kantipath,27.7096616,85.3147872
Hukum Darbar,kamalpokhari,27.7116863,85.3267447
Ibs Family Restaurant & Thakali Khana Dhido Ghar,gwarko,27.6659625,85.3485781
Imago Dei Gallery Cafe,pani pokhari,27.716172,85.3247223
Jalpa,jhamsikhel,27.6816053,85.3107019
Jetha Foods,dhobichaur,27.7121012,85.3070157
Just Rent Lazimpat,new road| maha baudha,27.7029975,85.3121655
Just Rent Patan,kausaltar,27.6837871,85.3121522
Kabsa Arabic Biryani,gwarko,27.670069,85.3331367
Kathway Restaurant,sinamangal,27.7003753,85.3514213
Ktm Hunger Station,new baneshwor,27.7079063,85.3433218
Ktm Local Jhol Momo,baluwatar,27.7277277,85.335276
Kyubis Kitchen,jhamsikhel,27.6785381,85.3113176
La Kham Kitchen,dhapashi,27.7443042,85.3270543
Lama,old baneshwor,27.7152461,85.3394256
Lama Burger,durbarmarg,27.7107735,85.3180096
Lama Burger,kapan,27.7153523,85.3104495
Le Celine Resturant & Bar By Hotel Sherpani,tinchuli| boudha,27.7281146,85.3705475
L'Italiano Restaurant,jhamsikhel,27.6760472,85.3134342
Lucknow Biryani Wale,bagbazar,27.705906,85.316548
Lucknow Biryani Wale,old baneshwor,27.703835,85.316548
Lucknow Biryani Wale,sorhakhutte,27.7129216,85.316548
Malabar Groove,thamel,27.7153015,85.3130578
Mamagoto,lazimpat| kathmandu,27.7267525,85.3237263
Mantra Kitchen,basantapur| new road,27.9497153,84.666438
Mezze By Roadhouse,durbar marg| kathmandu,27.7127895,85.3174056
Mithila Thali,gairidhara| kathmandu,27.7174098,85.3279998
Mittraan Da Dhaba,hariharbhawan| lalitpur,27.6790778,85.3177723
Momo Man,dillibazar,27.7053066,85.3280339
Momo Mania,panipokhari,27.728055,85.324349
Momoway,kamalpokhari,27.7099006,85.3266207
Monster Meal,sitapaila,27.704598,85.2818562
Monster Meal,jhamsikhel,27.6784769,85.3113045
Monster Meal,mid baneshwor,27.6952795,85.337498
Monster Meal,patan,27.6745141,85.3243516
Naulo Bakes,jawalakhel,27.6750356,85.3146907
North Side,jhamsikhel,27.6826745,85.3062416
Nuptse Cafe,sifal| chabahil,27.7180343,85.3488502
Oho Cake,ratopul,27.7071783,85.3356456
Oskar Bar & Grill,pani pokhari,27.7268758,85.3236843
Over Easy,dhapashi,27.7287627,85.3330908
Penthouse Bar And Grill,durbar marg,27.7130409,85.317484
Peri Grill,jawalakhel,27.6718868,85.312878
Pizfire Pizza Cafe,golfutar,27.732079,85.3436176
Pronto Pizza,thamel,28.397455,84.1301506
Raithane Tandoori,maitidevi,27.7029854,85.3363401
Red Mud Coffee,durbarmarg,27.7097055,85.3170436
Red Mud Coffee,jhamsikhel| lalitpur| lalitpur,27.6766545,85.3105728
Red Mud Coffee,thapathali| kathmandu,27.6923411,85.3193687
Red Mud Coffee,new baneshwor| kathmandu,27.688787,85.3341897
Roadhouse Pizza,basantapur,27.7036756,85.3076177
Roomali Ghar,gairidhara,27.7173844,85.3290042
Royal Biryani,basantapur,27.7015747,85.3079648
Sara Bakery,ratopul| lalitpur,27.6825708,85.3244785
Sumeez Kitchen,jawalakhel,27.6942337,85.2899867
Sweet And Spicy,sanogaun| imadol,27.6764378,85.3520628
Sweet Escapes Bakery,sinamangal| kathmandu,27.69938,85.3496161
Syanko Katti Rolls,baluwatar,27.7051988,85.3168396
